root_id,influence,adjusted,super_class,class,betweenness,rank,hops
720575940625341880,3.033838504477355,25.109828650926048,sensory,olfactory,0.0,2096,0
720575940625342648,3.1157767107972596,25.136478466518305,sensory,olfactory,0.0,2127,0
720575940625343690,0.3919533112946245,23.063387449874657,central,unknown,0.0,3287,2
720575940625345584,0.018070766886418073,19.98654026447896,descending,unknown,0.0,1085,2
720575940625352852,0.19219986400026223,22.350780509958916,central,unknown,3.2579583911036014e-06,364,2
720575940625354904,1.5009633058930396,24.40610710591216,central,Kenyon_Cell,0.0,1882,2
720575940625355281,0.25111876381470655,22.61817071085191,central,unknown,0.0,4653,2
720575940625360784,3.1101269016744872,25.134663529755606,sensory,olfactory,0.0,3464,0
720575940625368578,3.142137115151087,25.144903178331,sensory,olfactory,0.0,6955,0
720575940625368976,1.6300025397159186,24.488581572925384,central,ALPN,0.0,6741,2
720575940625376329,0.3768982639501086,23.024220015151688,central,unknown,0.0,5539,2
720575940625383155,3.0124989073206168,25.10276993610156,sensory,olfactory,0.0,1253,0
720575940625383299,3.0803833799309492,25.125054063242793,sensory,olfactory,0.0,2462,0
720575940625384521,1.4573043114984792,24.376588367105583,central,unknown,0.0,3586,2
720575940625388730,0.05214279257830882,21.04623068732006,central,unknown,0.0,8258,2
720575940625393466,1.1668379605236883,24.15429749235579,central,unknown,0.0,6758,2
720575940625393701,1.217156180571158,24.19651713820465,central,unknown,0.0,7272,2
720575940625402501,1.3209888493234652,24.278380584417103,central,ALPN,0.0,1562,1
720575940625405072,1.3227790891018747,24.279734893943306,central,Kenyon_Cell,0.0,5028,2
720575940625405744,1.7832907558982223,24.57846039675753,central,Kenyon_Cell,0.0,7803,2
720575940625408333,0.027571659739710826,20.40903314517413,central,unknown,0.0,1919,2
720575940625413395,1.5329296030279833,24.42718067778373,central,ALPN,0.0,1428,1
720575940625415178,0.5882386737142815,23.469377494235605,central,unknown,0.0,5489,2
720575940625419495,0.5632651434636945,23.425995185834214,central,unknown,5.655074117891211e-06,302,2
