modality,primary_type,fafb_bw,mcns_bw,fafb_rank,mcns_rank,in_both_top
olfactory,VM7d_adPN,2.0792661276555508e-06,1.2171657162315018e-06,89,106,False
olfactory,VM7v_adPN,1.8408789283065063e-06,0.0,112,894,False
olfactory,VP1d+VP4_l2PN1,1.523029329174448e-06,1.0948375035449186e-06,122,126,False
olfactory,VP1d+VP4_l2PN2,7.946239978301468e-08,6.850379910448653e-07,216,181,False
olfactory,VP1d_il2PN,3.973119989150733e-08,4.893128507463324e-08,250,257,False
olfactory,VP1l+VP3_ilPN,0.0,0.0,619,905,False
olfactory,VP1l+_lvPN,0.0,0.0,618,896,False
olfactory,VP1m+VP2_lvPN1,0.0,0.0,617,897,False
olfactory,VP1m+VP5_ilPN,0.0,1.2844462332091224e-07,708,223,False
olfactory,VP1m+_lvPN,0.0,0.0,773,899,False
olfactory,VP1m_l2PN,0.0,1.8716216541047208e-06,772,72,False
olfactory,VP2+VC5_l2PN,0.0,0.0,771,900,False
olfactory,VP2+_adPN,0.0,0.0,770,902,False
olfactory,VP2_adPN,3.6287829234243367e-06,1.7982247264927717e-06,47,81,False
olfactory,VP2_l2PN,5.2974933188676455e-08,0.0,230,903,False
olfactory,VP3+VP1l_ivPN,0.0,0.0,769,904,False
olfactory,VP3+_l2PN,0.0,0.0,768,895,False
olfactory,VP3+_vPN,0.0,0.0,767,866,False
olfactory,VP4+VL1_l2PN,2.6487466594338224e-08,9.174615951493732e-07,271,145,False
olfactory,VP4+_vPN,0.0,8.807631313433983e-07,766,160,False
olfactory,VP4_vPN,0.0,8.134826143657776e-07,765,175,False
olfactory,VP5+VP3_l2PN,0.0,0.0,764,867,False
olfactory,VP5+Z_adPN,0.0,1.2232821268658308e-07,763,224,False
olfactory,V_ilPN,5.443174385136505e-06,2.3915165580226992e-06,32,57,False
olfactory,V_l2PN,6.621866648584556e-08,6.116410634329154e-09,225,327,False
olfactory,WED006,1.3243733297169112e-08,0.0,287,870,False
olfactory,WED015,0.0,0.0,762,874,False
olfactory,WED016,0.0,0.0,774,885,False
olfactory,WED029,0.0,0.0,760,881,False
olfactory,WED032,0.0,0.0,759,996,False
olfactory,WED034,0.0,0.0,758,1089,False
olfactory,WED056,0.0,0.0,757,1092,False
olfactory,WED060,0.0,0.0,756,1094,False
olfactory,WED069,0.0,0.0,755,1095,False
olfactory,WED080,0.0,0.0,754,1098,False
olfactory,WED089,0.0,0.0,753,1103,False
olfactory,WED091,0.0,0.0,752,1104,False
olfactory,WED104,0.0,0.0,799,1071,False
olfactory,WED107,1.4568106626886023e-06,1.8532724222017336e-06,132,73,False
olfactory,WED108,0.0,0.0,798,1073,False
olfactory,WED116,0.0,0.0,797,1074,False
olfactory,WED119,0.0,3.058205317164577e-08,796,275,False
olfactory,WED121,0.0,0.0,795,1075,False
olfactory,WED125,0.0,0.0,793,1087,False
olfactory,WED127,0.0,0.0,792,1078,False
olfactory,WED144,0.0,0.0,791,1085,False
olfactory,WED145,0.0,0.0,790,1086,False
olfactory,WED162,0.0,0.0,789,1128,False
olfactory,WED166_d,0.0,0.0,801,1131,False
olfactory,WED182,0.0,0.0,786,1133,False
olfactory,WEDPN10A,1.3243733297169112e-08,0.0,288,1145,False
olfactory,WEDPN11,1.5892479956602933e-07,4.831964401120032e-07,200,195,False
olfactory,WEDPN12,0.0,0.0,785,1147,False
olfactory,WEDPN1A,0.0,0.0,784,1113,False
olfactory,WEDPN2A,0.0,0.0,783,1114,False
olfactory,WEDPN3,0.0,0.0,781,1127,False
olfactory,WEDPN4,7.151615980471321e-07,2.691220679104828e-07,165,207,False
olfactory,WEDPN6A,0.0,0.0,780,1118,False
olfactory,WEDPN6B,0.0,0.0,779,1119,False
olfactory,WEDPN7B,0.0,0.0,778,1122,False
olfactory,WEDPN7C,0.0,0.0,777,1123,False
olfactory,WEDPN8D,0.0,0.0,776,1125,False
olfactory,WEDPN9,1.3243733297169112e-08,0.0,281,1126,False
olfactory,aMe20,0.0,0.0,761,1015,False
olfactory,il3LN6,3.0513561516677635e-05,4.4233881707468445e-05,4,3,True
olfactory,l2LN19,0.0,0.0,711,1025,False
olfactory,l2LN20,0.0,0.0,710,1016,False
olfactory,l2LN21,1.5892479956602934e-06,5.871754208955988e-07,120,185,False
olfactory,l2LN22,0.0,0.0,709,987,False
olfactory,l2LN23,1.3243733297169112e-08,6.116410634329154e-09,283,325,False
olfactory,lLN10,0.0,6.116410634329154e-09,721,323,False
olfactory,lLN13,0.0,0.0,707,989,False
olfactory,lLN1_a,7.01917864749963e-07,0.0,166,992,False
olfactory,lLN1_bc,0.0,4.893128507463324e-08,705,256,False
olfactory,lLN2F_a,1.3508607963112494e-06,1.2049328949628435e-06,136,110,False
olfactory,lLN2F_b,1.0409574371574922e-05,1.143157147556119e-05,9,8,True
olfactory,lLN2P_a,4.092313588825255e-06,2.434331432463004e-06,42,53,False
olfactory,lLN2P_b,1.9865599945753667e-06,1.1743508417911976e-06,97,114,False
olfactory,lLN2P_c,5.840486384051578e-06,4.942059792537957e-06,29,19,False
olfactory,lLN2T_b,6.211310916372314e-06,3.5719838104482263e-06,25,40,False
olfactory,lLN2T_c,4.6300091606903216e-05,3.324880820821328e-05,2,4,True
olfactory,lLN2T_d,0.0,0.0,704,994,False
olfactory,lLN2T_e,3.1255210581319105e-06,2.4465642537316618e-08,60,281,False
olfactory,lLN2X02,0.0,0.0,703,995,False
olfactory,lLN2X04,2.489821859867793e-06,3.651497148694505e-06,73,33,False
olfactory,lLN2X05,2.3838719934904402e-07,1.467938552238997e-07,195,219,False
olfactory,lLN2X11,0.0,5.50476957089624e-08,698,255,False
olfactory,lLN2X12,1.2713983965282346e-06,0.0,140,1006,False
olfactory,lLN8,0.0,0.0,697,997,False
olfactory,lLN9,0.0,0.0,696,998,False
olfactory,mAL6,0.0,0.0,747,1004,False
olfactory,mALB1,2.6222591928394843e-06,0.0,70,1005,False
olfactory,mALB2,0.0,0.0,746,1036,False
olfactory,mALB3,0.0,0.0,745,1047,False
olfactory,mALB4,0.0,0.0,744,1048,False
olfactory,mALD3,0.0,0.0,732,1050,False
olfactory,v2LN30,7.793937045384023e-05,6.798390420056855e-05,1,1,True
olfactory,v2LN31,0.0,0.0,730,1065,False
olfactory,v2LN32,0.0,0.0,729,1897,False
olfactory,v2LN33,0.0,0.0,728,1898,False
olfactory,v2LN34E,0.0,0.0,727,1913,False
olfactory,v2LN36,2.2117034606272417e-06,1.584150354291251e-06,82,92,False
olfactory,v2LN37,0.0,4.464979763060283e-07,726,200,False
olfactory,v2LN38,1.3243733297169112e-08,0.0,276,1905,False
olfactory,v2LN39a,0.0,0.0,725,1906,False
olfactory,v2LN3A1_a,0.0,0.0,724,1908,False
olfactory,v2LN3A1_b,0.0,0.0,723,1033,False
olfactory,v2LN4,0.0,0.0,722,1034,False
olfactory,v2LN40_2,0.0,5.198949039179781e-07,1319,192,False
olfactory,v2LN47,0.0,0.0,1308,1027,False
olfactory,v2LN49,0.0,0.0,1321,1028,False
olfactory,v2LN5,1.3243733297169113e-07,9.480436483210188e-07,206,135,False
olfactory,v2LNX01,0.0,0.0,1306,1030,False
olfactory,vLN24,0.0,0.0,1305,1031,False
olfactory,vLN25,1.8276351950093372e-06,4.220323337687117e-07,113,202,False
olfactory,vLN26,0.0,0.0,1304,1032,False
olfactory,vLN27,1.3508607963112494e-06,1.8349231902987466e-08,137,293,False
olfactory,vLN28,1.4965418625801096e-06,8.562974888060816e-07,128,168,False
mechanosensory,5-HTPLP01,4.457941351171362e-07,6.627585732782938e-09,779,1863,False
mechanosensory,5-HTPMPV03,0.0,0.0,2352,7191,False
mechanosensory,AL-AST1,9.02461297920056e-07,1.2518773050812216e-08,574,1612,False
mechanosensory,AL-MBDL1,0.0,5.154788903275618e-09,2372,1976,False
mechanosensory,ALBN1,1.0873027685783807e-08,0.0,1369,7188,False
mechanosensory,ALIN2,1.250398183865138e-06,9.941378599174409e-09,503,1711,False
mechanosensory,ALIN3,0.0,0.0,2348,4573,False
mechanosensory,ALIN4,0.0,0.0,2347,4574,False
mechanosensory,ALIN5,6.632546888328123e-07,1.4727968295073195e-09,685,2346,False
mechanosensory,ALIN6,0.0,0.0,2346,7920,False
mechanosensory,ALIN7,3.8055596900243336e-08,0.0,1193,7194,False
mechanosensory,ALIN8,0.0,0.0,2344,4585,False
mechanosensory,ALON1,4.512306489600281e-07,1.840996036884149e-09,772,2264,False
mechanosensory,ALON2,0.0,0.0,2343,4584,False
mechanosensory,ALON3,0.0,0.0,2342,4583,False
mechanosensory,AMMC-A1,0.0,0.0,2341,4582,False
mechanosensory,AMMC028,2.9900826135905475e-06,7.290344306061232e-08,290,832,False
mechanosensory,ANXXX005,0.0,0.0,2428,6934,False
mechanosensory,AOTU007,0.0,0.0,1601,6966,False
mechanosensory,AOTU012,5.4365138428919045e-09,1.2261033605648438e-07,1452,615,False
mechanosensory,AOTU019,3.7729406069669817e-06,5.651857833234338e-07,246,195,False
mechanosensory,AOTU028,0.0,0.0,1609,6889,False
mechanosensory,AOTU032,0.0,1.7305362746711005e-08,1526,1499,False
mechanosensory,AOTU033,0.0,1.0677777013928069e-08,1753,1683,False
mechanosensory,AOTU035,0.0,0.0,1752,6885,False
mechanosensory,AOTU036,7.665484518477585e-07,5.522988110652448e-09,638,1938,False
mechanosensory,AOTU039,0.0,0.0,1751,6883,False
mechanosensory,AOTU041,2.044129204927356e-06,5.412528348439399e-08,371,990,False
mechanosensory,AOTU042,0.0,1.8041761161464663e-08,1761,1485,False
mechanosensory,AOTU048,0.0,3.681992073768299e-10,1749,2700,False
mechanosensory,AOTU049,0.0,0.0,1748,6881,False
mechanosensory,AOTU050,0.0,0.0,1747,6880,False
mechanosensory,AOTU051,2.1746055371567615e-08,0.0,1255,6879,False
mechanosensory,AOTU053,0.0,0.0,1743,6877,False
mechanosensory,AOTU054,0.0,0.0,1742,6891,False
mechanosensory,AOTU059,0.0,0.0,1741,6874,False
mechanosensory,AOTU064,2.0713117741418155e-06,1.3365631227778928e-07,365,582,False
mechanosensory,AOTU065,5.4365138428919045e-09,0.0,1377,6870,False
mechanosensory,ATL011,0.0,1.1045976221304895e-09,1582,2429,False
mechanosensory,ATL014,0.0,0.0,1581,6864,False
mechanosensory,ATL015,0.0,0.0,1580,6863,False
mechanosensory,ATL016,0.0,0.0,1578,6862,False
mechanosensory,ATL030,0.0,0.0,1577,6912,False
mechanosensory,AVLP001,4.403576212742443e-07,1.0677777013928066e-07,781,673,False
mechanosensory,AVLP009,0.0,0.0,1571,6892,False
mechanosensory,AVLP015,0.0,2.0619155613102472e-08,1561,1427,False
mechanosensory,AVLP016,5.893181005694825e-06,7.039968845044987e-07,174,154,False
mechanosensory,AVLP017,3.153178028877305e-07,7.363984147536598e-10,853,2585,False
mechanosensory,AVLP018,0.0,1.3623370672942705e-07,2063,575,False
mechanosensory,AVLP019,2.609526644588115e-07,2.5773944516378094e-08,891,1315,False
mechanosensory,AVLP021,7.502389103190829e-07,4.4183904885219584e-08,647,1097,False
mechanosensory,AVLP025,0.0,0.0,2061,7069,False
mechanosensory,AVLP029,2.0115101218700049e-07,3.681992073768299e-09,936,2082,False
mechanosensory,AVLP030,0.0,7.363984147536598e-10,2060,2584,False
mechanosensory,AVLP031,0.0,4.4920303299973246e-08,2059,1084,False
mechanosensory,AVLP033,0.0,0.0,2058,7064,False
mechanosensory,AVLP034,0.0,3.681992073768299e-10,2057,2741,False
mechanosensory,AVLP035,0.0,0.0,2056,7063,False
mechanosensory,AVLP037,0.0,1.1045976221304895e-09,2055,2469,False
mechanosensory,AVLP038,0.0,0.0,2054,7062,False
mechanosensory,AVLP039,0.0,0.0,2064,7061,False
mechanosensory,AVLP040,1.0873027685783807e-08,0.0,1319,7076,False
mechanosensory,AVLP041,0.0,0.0,2051,7059,False
mechanosensory,AVLP042,0.0,0.0,1896,7058,False
mechanosensory,AVLP045,0.0,0.0,1827,7054,False
mechanosensory,AVLP048,0.0,0.0,1826,7051,False
mechanosensory,AVLP053,8.100405625908937e-07,4.3815705677842763e-08,617,1102,False
mechanosensory,AVLP055,0.0,0.0,1814,7047,False
mechanosensory,AVLP059,0.0,0.0,1781,7046,False
mechanosensory,AVLP076,1.8538512204261395e-06,6.244658557111035e-07,402,177,False
mechanosensory,AVLP077,4.463377865014254e-06,2.363838911359248e-07,225,417,False
mechanosensory,AVLP078,5.4365138428919043e-08,1.5059347581712345e-07,1137,539,False
mechanosensory,AVLP079,6.012784310238446e-06,2.021413648498796e-07,165,444,False
mechanosensory,AVLP080,3.604952329221622e-05,2.253010949938822e-06,7,17,True
mechanosensory,AVLP081,1.0873027685783807e-08,7.363984147536598e-10,1352,2582,False
mechanosensory,AVLP082,2.228970675585681e-07,1.0968654387755762e-06,918,75,False
mechanosensory,AVLP083,1.7451209435683014e-06,1.4359769087696363e-08,422,1563,False
mechanosensory,AVLP084,1.359128460722976e-07,5.449348269177083e-08,987,980,False
mechanosensory,AVLP085,0.0,3.313792866391469e-09,1910,2107,False
mechanosensory,AVLP086,3.299963902635386e-06,1.6826703777121125e-07,265,507,False
mechanosensory,AVLP087,3.2619083057351435e-08,3.70040203413714e-07,1222,287,False
mechanosensory,AVLP091,0.0,0.0,1908,7096,False
mechanosensory,AVLP093,0.0,0.0,1907,7095,False
mechanosensory,AVLP094,0.0,0.0,1906,7094,False
mechanosensory,AVLP096,0.0,0.0,1905,7093,False
mechanosensory,AVLP097,0.0,6.664405653520621e-08,1904,876,False
mechanosensory,AVLP098,4.077385382168929e-07,9.904558678436725e-08,795,707,False
mechanosensory,AVLP099,0.0,0.0,1902,7092,False
mechanosensory,AVLP101,0.0,5.522988110652448e-09,1900,1952,False
mechanosensory,AVLP102,0.0,1.1782374636058556e-08,1899,1645,False
mechanosensory,AVLP105,0.0,0.0,1898,7090,False
mechanosensory,AVLP107,0.0,0.0,1897,7089,False
mechanosensory,AVLP108,0.0,0.0,3711,7088,False
mechanosensory,AVLP109,0.0,3.681992073768299e-10,1875,2701,False
mechanosensory,AVLP116,0.0,0.0,1874,7083,False
mechanosensory,AVLP120,0.0,0.0,1873,7081,False
mechanosensory,AVLP121,0.0,0.0,1872,7080,False
mechanosensory,AVLP132,0.0,0.0,1871,7060,False
mechanosensory,AVLP136,0.0,0.0,1870,7013,False
mechanosensory,AVLP140,0.0,0.0,1869,7009,False
mechanosensory,AVLP147,0.0,0.0,3759,7006,False
mechanosensory,AVLP149,0.0,0.0,3758,7005,False
mechanosensory,AVLP152,0.0,0.0,3757,7004,False
mechanosensory,AVLP156,5.980165227181094e-08,4.455210409259641e-08,1129,1093,False
mechanosensory,AVLP157,3.153178028877305e-07,1.9514557990971983e-08,849,1443,False
mechanosensory,AVLP160,7.611119380048667e-08,7.989922800077208e-08,1092,793,False
mechanosensory,AVLP162,0.0,0.0,3768,7001,False
mechanosensory,AVLP164,0.0,7.363984147536598e-10,3767,2580,False
mechanosensory,AVLP165,0.0,0.0,3766,7000,False
mechanosensory,AVLP169,8.317866179624614e-07,3.240153024916103e-08,610,1227,False
mechanosensory,AVLP176_c,2.0658752602989243e-07,0.0,931,6994,False
mechanosensory,AVLP187,0.0,0.0,3764,7029,False
mechanosensory,AVLP189_a,0.0,0.0,3763,7043,False
mechanosensory,AVLP189_b,0.0,0.0,3762,7042,False
mechanosensory,AVLP190,0.0,0.0,3750,7041,False
mechanosensory,AVLP193,0.0,0.0,3716,7037,False
mechanosensory,AVLP195,0.0,0.0,3713,7030,False
mechanosensory,AVLP200,0.0,0.0,3712,7026,False
mechanosensory,AVLP201,4.729767043315957e-07,1.2518773050812216e-08,755,1613,False
mechanosensory,AVLP202,0.0,0.0,3720,7025,False
mechanosensory,AVLP209,1.0873027685783808e-06,5.4861681899147655e-08,529,978,False
mechanosensory,AVLP210,0.0,1.0751416855403433e-07,3848,669,False
mechanosensory,AVLP211,0.0,0.0,3847,7019,False
mechanosensory,AVLP215,5.4365138428919045e-09,2.2828350857363454e-08,1388,1370,False
mechanosensory,AVLP216,0.0,0.0,3846,7016,False
mechanosensory,AVLP217,0.0,6.259386525406108e-09,3845,1887,False
mechanosensory,AVLP220,0.0,0.0,3843,7689,False
mechanosensory,AVLP222,0.0,0.0,3842,7687,False
mechanosensory,AVLP224_a,0.0,0.0,3841,7686,False
mechanosensory,AVLP243,0.0,3.4242526286045176e-08,3798,1204,False
mechanosensory,AVLP251,6.034530365610014e-07,0.0,704,7675,False
mechanosensory,AVLP252,0.0,3.681992073768299e-10,3797,2669,False
mechanosensory,AVLP253,0.0,0.0,3796,7674,False
mechanosensory,AVLP256,0.0,0.0,3795,7671,False
mechanosensory,AVLP257,0.0,2.2460151649986623e-08,3805,1379,False
mechanosensory,AVLP258,8.480961594911371e-07,2.6510342931131752e-08,600,1297,False
mechanosensory,AVLP259,0.0,0.0,3793,7670,False
mechanosensory,AVLP260,0.0,3.20333310417842e-08,3792,1231,False
mechanosensory,AVLP263,0.0,0.0,3791,7666,False
mechanosensory,AVLP266,0.0,1.4727968295073195e-09,3789,2379,False
mechanosensory,AVLP269_a,0.0,0.0,3788,7708,False
mechanosensory,AVLP280,4.615600252615227e-06,8.8736008977816e-08,218,755,False
mechanosensory,AVLP281,0.0,0.0,3787,7718,False
mechanosensory,AVLP282,0.0,0.0,3605,7717,False
mechanosensory,AVLP283,0.0,0.0,3825,7716,False
mechanosensory,AVLP284,0.0,0.0,3824,7715,False
mechanosensory,AVLP287,0.0,0.0,3823,7713,False
mechanosensory,AVLP288,0.0,0.0,3822,7712,False
mechanosensory,AVLP292,0.0,0.0,3821,7710,False
mechanosensory,AVLP295,0.0,0.0,3820,7709,False
mechanosensory,AVLP298,0.0,0.0,3819,7705,False
mechanosensory,AVLP299_a,0.0,0.0,3818,7704,False
mechanosensory,AVLP299_b,7.067467995759477e-08,0.0,1101,7703,False
mechanosensory,AVLP299_c,0.0,0.0,3827,7702,False
mechanosensory,AVLP300_a,0.0,0.0,3815,7700,False
mechanosensory,AVLP300_b,0.0,0.0,3814,7699,False
mechanosensory,AVLP302,0.0,0.0,3813,7698,False
mechanosensory,AVLP303,0.0,0.0,3812,7697,False
mechanosensory,AVLP304,0.0,0.0,3811,7696,False
mechanosensory,AVLP305,0.0,0.0,3525,7695,False
mechanosensory,AVLP308,0.0,0.0,3585,7677,False
mechanosensory,AVLP309,0.0,0.0,3573,7630,False
mechanosensory,AVLP314,3.696829413166495e-07,3.240153024916103e-08,818,1224,False
mechanosensory,AVLP315,2.500796367730276e-07,3.240153024916103e-08,898,1225,False
mechanosensory,AVLP316,0.0,1.0309577806551236e-08,3569,1692,False
mechanosensory,AVLP317,0.0,0.0,3568,7627,False
mechanosensory,AVLP322,0.0,0.0,3567,7624,False
mechanosensory,AVLP323,0.0,3.313792866391469e-09,3566,2110,False
mechanosensory,AVLP330,0.0,0.0,3565,7621,False
mechanosensory,AVLP339,5.4365138428919043e-08,2.209195244260979e-09,1139,2249,False
mechanosensory,AVLP340,2.374669246575184e-05,2.3181822096445208e-06,20,15,True
mechanosensory,AVLP342,3.2619083057351435e-08,8.100382562290258e-09,1220,1789,False
mechanosensory,AVLP344,0.0,0.0,3596,7615,False
mechanosensory,AVLP345_a,0.0,0.0,3548,7614,False
mechanosensory,AVLP346,0.0,0.0,3535,7612,False
mechanosensory,AVLP347,0.0,0.0,3534,7611,False
mechanosensory,AVLP348,0.0,0.0,3533,7610,False
mechanosensory,AVLP363,0.0,0.0,3532,7606,False
mechanosensory,AVLP369,0.0,0.0,3531,7604,False
mechanosensory,AVLP371,6.523816611470286e-07,2.665762261408249e-07,690,380,False
mechanosensory,AVLP373,0.0,0.0,3541,7602,False
mechanosensory,AVLP390,0.0,0.0,3528,7655,False
mechanosensory,AVLP394,0.0,0.0,3527,7654,False
mechanosensory,AVLP396,7.611119380048666e-07,2.3564749272117112e-08,644,1357,False
mechanosensory,AVLP397,0.0,1.4727968295073195e-09,3526,2369,False
mechanosensory,AVLP398,4.278536394355929e-06,9.536359471059894e-08,230,728,False
mechanosensory,AVLP399,1.196033045436219e-07,7.621723592700378e-08,1005,813,False
mechanosensory,AVLP402,0.0,5.891187318029278e-09,3561,1921,False
mechanosensory,AVLP411,0.0,4.786589695898788e-09,3560,2005,False
mechanosensory,AVLP420_a,0.0,0.0,3557,7641,False
mechanosensory,AVLP420_b,0.0,3.681992073768299e-10,3556,2667,False
mechanosensory,AVLP421,0.0,0.0,3555,7640,False
mechanosensory,AVLP429,4.294845935884605e-07,0.0,787,7636,False
mechanosensory,AVLP430,1.0873027685783807e-08,4.418390488521958e-09,1335,2021,False
mechanosensory,AVLP432,1.5004778206381655e-06,5.0811490618002526e-08,461,1017,False
mechanosensory,AVLP433_a,0.0,1.4727968295073195e-09,3563,2366,False
mechanosensory,AVLP433_b,0.0,2.908773738276956e-08,3551,1270,False
mechanosensory,AVLP434_b,0.0,2.172375323523296e-08,3550,1402,False
mechanosensory,AVLP437,8.317866179624614e-07,1.4658010445671597e-06,608,45,False
mechanosensory,AVLP442,5.306037510662499e-06,1.8925439259169053e-07,196,467,False
mechanosensory,AVLP443,0.0,0.0,3686,7632,False
mechanosensory,AVLP444,0.0,0.0,3685,7739,False
mechanosensory,AVLP445,0.0,0.0,3695,7816,False
mechanosensory,AVLP447,0.0,0.0,3683,7814,False
mechanosensory,AVLP448,0.0,2.577394451637809e-09,3682,2193,False
mechanosensory,AVLP449,5.344093107562742e-06,3.943413511005848e-07,191,269,False
mechanosensory,AVLP455,0.0,0.0,3677,7803,False
mechanosensory,AVLP457,0.0,0.0,3676,7802,False
mechanosensory,AVLP459,0.0,0.0,3675,7817,False
mechanosensory,AVLP460,0.0,0.0,3674,7800,False
mechanosensory,AVLP474,0.0,0.0,3651,7789,False
mechanosensory,AVLP476,0.0,0.0,3637,7787,False
mechanosensory,AVLP477,0.0,1.6937163539334174e-08,3636,1509,False
mechanosensory,AVLP478,4.892862458602714e-08,4.860229537374154e-08,1151,1044,False
mechanosensory,AVLP479,1.0873027685783807e-08,0.0,1331,7832,False
mechanosensory,AVLP486,0.0,0.0,3633,7842,False
mechanosensory,AVLP487,0.0,0.0,3632,7841,False
mechanosensory,AVLP488,0.0,8.468581769667087e-09,3631,1766,False
mechanosensory,AVLP489,4.349211074313524e-08,0.0,1169,7840,False
mechanosensory,AVLP490,0.0,7.732183354913427e-09,3883,1807,False
mechanosensory,AVLP491,0.0,0.0,4114,7839,False
mechanosensory,AVLP492,0.0,0.0,4166,7838,False
mechanosensory,AVLP494,0.0,0.0,4079,7837,False
mechanosensory,AVLP498,1.919089386540842e-06,3.7924518359813484e-08,390,1171,False
mechanosensory,AVLP500,1.3047633222940574e-07,1.8778159576218325e-08,991,1457,False
mechanosensory,AVLP501,3.022701696647899e-06,6.568673859602645e-07,286,169,False
mechanosensory,AVLP502,2.337700952443519e-06,5.412528348439399e-08,339,986,False
mechanosensory,AVLP504,0.0,0.0,4077,7834,False
mechanosensory,AVLP505,0.0,0.0,4076,7833,False
mechanosensory,AVLP509,7.067467995759477e-08,3.361658763350457e-07,1096,312,False
mechanosensory,AVLP517,0.0,0.0,4074,7829,False
mechanosensory,AVLP520,0.0,2.945593659014639e-09,4073,2150,False
mechanosensory,AVLP521,0.0,0.0,4072,7827,False
mechanosensory,AVLP523,0.0,0.0,4148,7825,False
mechanosensory,AVLP531,6.632546888328123e-07,1.3255171465565877e-07,686,584,False
mechanosensory,AVLP532,0.0,1.1045976221304895e-09,4202,2452,False
mechanosensory,AVLP533,2.1746055371567617e-07,1.6568964331957343e-08,920,1519,False
mechanosensory,AVLP534,0.0,0.0,3927,7818,False
mechanosensory,AVLP536,7.611119380048667e-08,3.681992073768299e-09,1086,2102,False
mechanosensory,AVLP537,0.0,0.0,4178,7801,False
mechanosensory,AVLP538,3.1694875704059803e-06,2.179739307670833e-07,274,432,False
mechanosensory,AVLP542,0.0,7.216704464585865e-08,4175,838,False
mechanosensory,AVLP543,0.0,2.172375323523296e-08,4174,1396,False
mechanosensory,AVLP544,1.0873027685783808e-06,3.20333310417842e-08,531,1236,False
mechanosensory,AVLP546,0.0,2.577394451637809e-09,4173,2181,False
mechanosensory,AVLP548_b,0.0,0.0,4181,7750,False
mechanosensory,AVLP548_e,0.0,0.0,4169,7747,False
mechanosensory,AVLP550b,0.0,0.0,3966,7755,False
mechanosensory,AVLP555,0.0,0.0,3952,7736,False
mechanosensory,AVLP563,0.0,0.0,3960,7730,False
mechanosensory,AVLP566,0.0,0.0,3948,7728,False
mechanosensory,AVLP573,0.0,0.0,3945,7726,False
mechanosensory,AVLP575,8.317866179624614e-07,8.358122007454038e-08,605,778,False
mechanosensory,AVLP576,0.0,0.0,3944,7770,False
mechanosensory,AVLP577,1.3047633222940574e-07,1.3623370672942703e-08,992,1585,False
mechanosensory,AVLP578,0.0,0.0,3942,7785,False
mechanosensory,AVLP580,0.0,0.0,3941,7783,False
mechanosensory,AVLP590,4.403576212742443e-07,1.3034251941139778e-07,780,593,False
mechanosensory,AVLP592,1.6309541528675714e-08,1.1414175428681729e-08,1306,1664,False
mechanosensory,AVLP593,0.0,4.050191281145129e-09,3395,2060,False
mechanosensory,AVLP594,0.0,2.6878542138508583e-08,3976,1294,False
mechanosensory,AVLP596,0.0,0.0,3975,7779,False
mechanosensory,Am1,0.0,5.773363571668692e-07,3974,191,False
mechanosensory,AstA1,6.958737718901638e-07,4.3079307263089095e-08,669,1112,False
mechanosensory,BM_Hau,1.0546836855210297e-06,5.928007238766962e-08,537,925,False
mechanosensory,BM_InOm,0.0,0.0,3969,7418,False
mechanosensory,BM_MaPa,8.100405625908937e-07,0.0,621,7417,False
mechanosensory,BM_Taste,3.4250037210219e-07,1.840996036884149e-09,831,2267,False
mechanosensory,BM_Vib,4.621036766458119e-07,5.449348269177083e-08,765,985,False
mechanosensory,BM_Vt_PoOc,1.6309541528675714e-08,7.363984147536598e-10,1283,2505,False
mechanosensory,BM_vOcci_vPoOr,3.153178028877305e-07,3.313792866391469e-09,857,2111,False
mechanosensory,BiT,0.0,0.0,3400,7416,False
mechanosensory,C3,0.0,0.0,3399,7461,False
mechanosensory,CB0029,0.0,0.0,3440,7476,False
mechanosensory,CB0046,0.0,0.0,3328,7475,False
mechanosensory,CB0079,0.0,0.0,4103,7473,False
mechanosensory,CB0084,0.0,0.0,3863,7472,False
mechanosensory,CB0086,1.5004778206381655e-06,3.681992073768299e-09,462,2090,False
mechanosensory,CB0090,1.6309541528675714e-08,0.0,1286,7471,False
mechanosensory,CB0115,0.0,0.0,3765,7470,False
mechanosensory,CB0121,9.785724917205429e-07,2.327018990621565e-07,555,420,False
mechanosensory,CB0122,5.93667311643796e-06,4.105421162251653e-07,170,259,False
mechanosensory,CB0128,0.0,1.207693400196002e-07,3771,621,False
mechanosensory,CB0141,3.2673448195780344e-06,4.0133713604074455e-08,270,1144,False
mechanosensory,CB0154,0.0,0.0,1909,7468,False
mechanosensory,CB0164,0.0,4.050191281145129e-09,1817,2040,False
mechanosensory,CB0194,1.125358365478624e-06,4.3079307263089095e-08,523,1113,False
mechanosensory,CB0197,0.0,0.0,1583,7467,False
mechanosensory,CB0204,1.7614304850969771e-06,6.075286921717693e-08,419,914,False
mechanosensory,CB0206,1.6309541528675714e-07,0.0,969,7466,False
mechanosensory,CB0214,8.415723428796668e-06,4.620900052579215e-07,106,224,False
mechanosensory,CB0218,0.0,0.0,1668,7465,False
mechanosensory,CB0224,8.644057010198128e-07,1.1045976221304895e-09,593,2460,False
mechanosensory,CB0228,8.959374813085859e-06,2.452206721129687e-07,96,402,False
mechanosensory,CB0244,5.327783566034067e-06,8.836780977043918e-08,195,757,False
mechanosensory,CB0259,9.785724917205429e-08,7.363984147536598e-09,1041,1833,False
