root_id,super_class,class
720575940605119776,ascending,AN
720575940645686564,sensory,olfactory
720575940623273254,central,unknown
720575940623174953,central,Kenyon_Cell
720575940625698096,central,LHLN
720575940646735156,central,unknown
720575940638477621,central,unknown
720575940618259766,central,ALLN
720575940631498040,sensory,olfactory
720575940626681146,central,ALLN
720575940626582842,central,Kenyon_Cell
720575940628319546,central,unknown
720575940638444861,central,Kenyon_Cell
720575940637232447,central,mAL
720575940621012289,central,unknown
720575940632841539,central,Kenyon_Cell
720575940610002244,central,unknown
720575940630089031,central,CX
720575940621438284,sensory,olfactory
720575940630973779,central,unknown
