root_id,rank,primary_type,neuropil,real,null_mean,null_sd,z,p_emp,q_emp,p_z,q_z
720575940620763584,29,PVLP115,GNG,9.715050237247833e-06,1.4249374607911826e-06,1.7303025226362243e-06,4.791134884220214,0.004975124378109453,0.008291873963515755,8.292029308427604e-07,1.3820048847379338e-06
720575940624538599,30,CB0442,GNG,1.1405806042387216e-05,1.2965813689605046e-06,1.4622294024643145e-06,6.913569550981195,0.004975124378109453,0.008291873963515755,2.3630389869757264e-12,4.726077973951453e-12
720575940632804435,31,VES005,VES_L,2.2985580527746972e-05,2.064081210730768e-06,2.12395039547902e-06,9.850276805686757,0.004975124378109453,0.008291873963515755,3.41777284788568e-23,9.493813466349112e-23
720575940617432065,32,DNge027,GNG,8.404850401110885e-06,4.7566777868382697e-07,1.0018168607354828e-06,7.914802528483956,0.004975124378109453,0.008291873963515755,1.2382291944145518e-15,2.6918025965533736e-15
720575940615723314,33,PVLP076,AVLP_R,2.1593832983966646e-05,5.357575661893112e-06,3.4978691304765844e-06,4.641756657105506,0.004975124378109453,0.008291873963515755,1.7272978315599782e-06,2.7859642444515774e-06
720575940614909506,34,DNge123,GNG,1.5776763172072307e-05,6.786672055774109e-07,1.2628336510132794e-06,11.95572825793833,0.004975124378109453,0.008291873963515755,3.029999019508197e-33,1.1653842382723835e-32
720575940621319156,35,DNge027,GNG,1.1259020168629135e-05,4.7577650896068473e-07,8.901947329330172e-07,12.113353697499171,0.004975124378109453,0.008291873963515755,4.4874049733397285e-34,1.8697520722248867e-33
720575940627493148,36,PS124,IPS_L,6.806515331300664e-06,3.258157111183547e-06,3.333570558206093e-06,1.0644317131318224,0.09950248756218906,0.1105583195135434,0.1435665868782366,0.14954852799816312
720575940643112333,37,CB0676,SPS_R,1.3727197453302058e-05,3.003836993613063e-06,2.6959737877536234e-06,3.977546261168979,0.009950248756218905,0.013092432573972244,3.481503956366879e-05,4.704735076171459e-05
720575940633308371,38,PS100,GNG,6.306356057754609e-06,3.1189551742363005e-06,2.616993717379622e-06,1.2179627571707858,0.12935323383084577,0.134742951907131,0.11161906288762441,0.12402118098624935
720575940625223944,39,CB0443,GNG,2.0484784160016698e-05,3.590912532222353e-06,2.862501547994301e-06,5.901786023358328,0.004975124378109453,0.008291873963515755,1.7979367591095154e-09,3.4575706905952223e-09
720575940623276168,40,DNp35,AVLP_R,1.1427552097758784e-05,3.581684049974042e-06,2.848023845121568e-06,2.754846333616227,0.024875621890547265,0.03033612425676496,0.0029359853404721118,0.00366998167559014
720575940623702345,41,CB0677,VES_R,1.4537238015892953e-05,3.0756261589084514e-06,2.6753424197158723e-06,4.2841663080278725,0.009950248756218905,0.013092432573972244,9.171283753387007e-06,1.310183393341001e-05
720575940641480949,42,DNg16,GNG,1.230283082646438e-05,1.62448470139453e-06,2.006274892792398e-06,5.322474085396834,0.009950248756218905,0.013092432573972244,5.1182685361020204e-08,8.824600924313828e-08
720575940611638258,43,LAL073,LAL_L,9.758542347990969e-06,3.1586960904278414e-06,2.4583673878849394e-06,2.684646033822193,0.024875621890547265,0.03033612425676496,0.0036303328192452233,0.004321824784815742
720575940633293025,44,DNge065,GNG,8.437469484168236e-06,1.8426520019097833e-06,1.6933399398207325e-06,3.894562058789342,0.009950248756218905,0.013092432573972244,4.918815203372886e-05,6.472125267595903e-05
720575940626295396,45,DNg85,GNG,1.958775937593953e-05,3.1995243093879576e-07,8.413682131423263e-07,22.900564395034237,0.004975124378109453,0.008291873963515755,2.293199689770844e-116,3.8219994829514065e-115
720575940637464691,46,AN_AVLP_GNG_17,GNG,8.04604048748002e-06,6.564862290984115e-07,1.2864251475273571e-06,5.744255134148379,0.004975124378109453,0.008291873963515755,4.61632463029664e-09,8.243436839815429e-09
720575940618344606,47,AN_multi_62,PVLP_L,1.0916519796526944e-05,3.778377120809869e-07,9.119702758142911e-07,11.555949096077777,0.004975124378109453,0.008291873963515755,3.4441119507904204e-31,1.23003998242515e-30
720575940624163303,48,CB3916,GNG,1.4526364988207168e-05,4.223668378396542e-06,3.1088902062746566e-06,3.31394675470261,0.014925373134328358,0.019135093761959432,0.00045994511299438535,0.0005896732217876735
720575940632722515,49,CB0676,IPS_L,1.0916519796526944e-05,1.9590205807168837e-06,2.060663781916158e-06,4.3468999137164985,0.009950248756218905,0.013092432573972244,6.903759266264991e-06,1.0152587156272045e-05
720575940619636615,50,PS124,IPS_R,8.747350773213074e-06,2.7096400470049687e-06,2.2101092995250886e-06,2.7318606946296717,0.029850746268656716,0.0355366027007818,0.0031488881522728305,0.003840107502771745
