root_id,super_class,class,bw_weighted,bw_unweighted,influence,in_syn,in_deg,out_syn,out_deg,total_syn,traversal,current_flow
720575940617337305,optic,optic_lobe_intrinsic,0.0,0.0,12.724308552946638,132.0,16.0,48.0,6.0,180.0,-12.58,
720575940611832282,optic,optic_lobe_intrinsic,0.0,0.0,11.389915380676,24.0,4.0,250.0,17.0,274.0,-12.46,
720575940630182364,optic,optic_lobe_intrinsic,0.0,0.0,13.897037709277855,76.0,8.0,23.0,3.0,99.0,-12.44,
720575940633197026,optic,optic_lobe_intrinsic,0.0,0.0,13.055657389770854,46.0,4.0,42.0,6.0,88.0,-12.27,
720575940624939507,optic,optic_lobe_intrinsic,0.0,0.0,0.0,0.0,0.0,70.0,11.0,70.0,-13.0,
720575940630706683,optic,optic_lobe_intrinsic,0.0,0.0,11.311955674208123,14.0,2.0,30.0,4.0,44.0,-12.42,
720575940623366655,optic,optic_lobe_intrinsic,0.0,0.0,16.59962748823515,47.0,7.0,106.0,12.0,153.0,-11.16,
720575940624022015,optic,optic_lobe_intrinsic,0.0,0.0,14.05992712909681,180.0,16.0,196.0,19.0,376.0,-11.39,
720575940622318085,visual_projection,ocellar,2.1407503260130205e-06,1.8499888480588771e-06,23.51339592765058,267.0,18.0,1050.0,33.0,1317.0,-2.23,
720575940616026636,optic,optic_lobe_intrinsic,0.0,0.0,13.283593933215982,185.0,19.0,166.0,12.0,351.0,-12.38,
720575940627298831,optic,optic_lobe_intrinsic,0.0,0.0,12.85170904773816,43.0,6.0,91.0,10.0,134.0,-11.78,
720575940617861649,optic,optic_lobe_intrinsic,0.0,0.0,12.940373833034617,16.0,1.0,5.0,1.0,21.0,-12.71,
720575940644600343,optic,optic_lobe_intrinsic,0.0,0.0,12.686952726964506,71.0,7.0,8.0,1.0,79.0,-12.14,
720575940626512412,optic,optic_lobe_intrinsic,0.0,0.0,12.568394531673112,116.0,6.0,36.0,5.0,152.0,-12.62,
720575940625332773,optic,optic_lobe_intrinsic,0.0,0.0,16.405034786893168,51.0,7.0,16.0,3.0,67.0,-11.71,
720575940631099948,optic,optic_lobe_intrinsic,0.0,0.0,14.48356659519574,364.0,41.0,75.0,8.0,439.0,-11.67,
720575940631755320,optic,optic_lobe_intrinsic,0.0,0.0,11.789513129396951,80.0,9.0,29.0,5.0,109.0,-12.21,
720575940639619645,optic,optic_lobe_intrinsic,0.0,0.0,9.682582647600276,28.0,2.0,6.0,1.0,34.0,-12.74,
720575940639226431,optic,optic_lobe_intrinsic,0.0,0.0,9.126549441184157,22.0,3.0,176.0,15.0,198.0,-12.7,
720575940611701312,optic,optic_lobe_intrinsic,0.0,0.0,13.390107850365933,101.0,6.0,128.0,15.0,229.0,-12.19,
720575940628085322,optic,optic_lobe_intrinsic,0.0,0.0,11.145257966428524,62.0,5.0,366.0,22.0,428.0,-12.44,
720575940632803921,optic,optic_lobe_intrinsic,0.0,0.0,12.568163521298615,28.0,3.0,13.0,2.0,41.0,-12.62,
720575940632672851,optic,optic_lobe_intrinsic,0.0,0.0,13.187986320929644,26.0,3.0,33.0,3.0,59.0,-12.6,
720575940626774617,optic,optic_lobe_intrinsic,0.0,0.0,13.773327155978077,34.0,5.0,41.0,7.0,75.0,-11.63,
720575940627167833,optic,optic_lobe_intrinsic,0.0,0.0,14.133054061977504,15.0,3.0,91.0,10.0,106.0,-11.86,
720575940619696731,central,unknown,0.0,0.0,13.792113505931107,168.0,12.0,129.0,5.0,297.0,-11.54,
720575940622318174,optic,optic_lobe_intrinsic,0.0,0.0,12.367786408723136,10.0,2.0,7.0,1.0,17.0,-12.09,
720575940621662817,optic,optic_lobe_intrinsic,0.0,0.0,15.13416408191253,304.0,34.0,87.0,6.0,391.0,-11.48,
720575940621269603,optic,optic_lobe_intrinsic,0.0,0.0,14.284807297771188,33.0,4.0,339.0,25.0,372.0,-10.69,
720575940615895658,optic,optic_lobe_intrinsic,0.0,0.0,13.61023773057993,183.0,8.0,193.0,11.0,376.0,-11.95,
720575940630444652,optic,optic_lobe_intrinsic,0.0,0.0,12.726856071451534,28.0,5.0,6.0,1.0,34.0,-12.32,
720575940617337461,central,unknown,0.0,3.070911467593085e-10,14.87685438888552,331.0,13.0,188.0,7.0,519.0,-11.16,
720575940622187132,optic,optic_lobe_intrinsic,0.0,0.0,16.37130599890984,31.0,2.0,39.0,1.0,70.0,-12.03,
720575940627167869,optic,optic_lobe_intrinsic,0.0,0.0,14.16001797009541,65.0,9.0,163.0,17.0,228.0,-12.19,
720575940622580351,optic,optic_lobe_intrinsic,0.0,0.0,14.065544162300206,91.0,5.0,107.0,11.0,198.0,-11.23,
720575940660329089,optic,optic_lobe_intrinsic,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,-13.0,
720575940632017548,optic,optic_lobe_intrinsic,0.0,0.0,15.983777234232072,47.0,8.0,135.0,12.0,182.0,-11.34,
720575940632410766,optic,optic_lobe_intrinsic,0.0,0.0,12.977204855191754,26.0,3.0,44.0,3.0,70.0,-12.02,
720575940626250384,optic,optic_lobe_intrinsic,0.0,0.0,9.028555410127431,21.0,2.0,109.0,14.0,130.0,-12.86,
720575940625332884,visual_projection,unknown,0.0,2.4112308407284436e-10,13.810397085992763,501.0,63.0,142.0,16.0,643.0,-12.07,
